term,posting
comment,64:1
softwar,64:1
www,64:1
purchas,64:1
motd,64:7
frame,64:4
site,64:1
webmail,64:1
substr,64:4
archiv,64:8
scienc,64:1
quebec,64:1
maisonneuv,64:1
home,64:1
calendar,64:1
announc,64:1
check,64:1
staff,64:1
canada,64:1
web,64:1
blvd,64:1
enc,64:1
engin,64:1
copyright,64:1
west,64:1
helpdesk,64:1
websit,64:1
mail,64:1
document,64:2
ca,64:1
msdnaa,64:1
map,64:1
resourc,64:1
parent,64:4
faculti,64:1
de,64:1
quota,64:1
link,64:1
address,64:1
search,64:1
comput,64:1
directori,64:1
ait,64:2
request,64:1
email,64:1
length,64:2
concordia,64:1
quick,64:1
support,64:1
montreal,64:1
