term,posting
comment,13:1
softwar,13:2
www,13:1
comput,13:1
frame,13:4
site,13:1
webmail,13:1
substr,13:4
archiv,13:1
scienc,13:1
quebec,13:1
maisonneuv,13:1
home,13:2
calendar,13:1
announc,13:1
open,13:1
check,13:1
staff,13:1
canada,13:1
web,13:1
blvd,13:1
enc,13:4
engin,13:1
copyright,13:1
titl,13:2
helpdesk,13:1
support,13:1
enrol,13:1
websit,13:4
program,13:11
time,13:1
mail,13:1
document,13:2
ca,13:1
msdnaa,13:9
map,13:1
msdn,13:8
full,13:1
parent,13:4
faculti,13:2
usernam,13:1
de,13:1
account,13:1
quota,13:1
mainten,13:2
link,13:1
student,13:1
address,13:1
password,13:2
valid,13:2
requir,13:1
search,13:1
center,13:2
directori,13:1
ait,13:2
access,13:3
microsoft,13:1
inform,13:1
length,13:2
concordia,13:1
email,13:1
west,13:1
quick,13:1
found,13:1
academ,13:8
allianc,13:8
montreal,13:1
