term,posting
text,75:1
follow,75:1
find,75:1
staff,75:2
web,75:1
samba,75:10
depend,75:1
copyright,75:1
helpdesk,75:1
solut,75:8
shortcut,75:2
desktop,75:11
window,75:3
mail,75:1
real,75:1
yo,75:1
de,75:1
password,75:3
requir,75:1
bar,75:1
enabl,75:1
success,75:1
list,75:2
authent,75:1
server,75:5
plain,75:1
quick,75:1
manag,75:1
altern,75:1
www,75:1
continu,75:1
quebec,75:1
instal,75:2
download,75:1
home,75:1
calendar,75:1
successfulli,75:1
click,75:5
page,75:3
canada,75:1
network,75:1
access,75:1
print,75:4
import,75:1
email,75:1
machin,75:1
run,75:1
step,75:1
add,75:4
prerequisit,75:1
address,75:3
search,75:1
side,75:1
support,75:1
montreal,75:1
comment,75:1
ca,75:4
pop,75:1
webmail,75:1
prompt,75:2
announc,75:1
select,75:3
size,75:1
wai,75:1
west,75:1
licens,75:1
doubl,75:2
system,75:4
websit,75:1
pc,75:1
maisonneuv,75:1
type,75:3
final,75:1
tiger,75:1
printhost,75:3
link,75:4
account,75:2
default,75:1
ait,75:2
setup,75:1
properti,75:1
ur,75:1
um,75:3
concordia,75:4
minut,75:1
connect,75:3
comput,75:3
ip,75:1
site,75:1
archiv,75:1
blvd,75:1
check,75:1
scienc,75:1
enc,75:16
engin,75:1
note,75:1
valid,75:2
patient,75:1
test,75:3
verifi,75:2
complet,75:1
map,75:1
printer,75:14
faculti,75:1
usernam,75:2
driver,75:3
quota,75:1
icon,75:2
don,75:2
directori,75:1
enter,75:1
