term,posting
oper,103:1
softwar,103:2
code,103:1
comput,103:1
iit,103:1
door,103:1
exchang,103:1
frame,103:4
site,103:1
webmail,103:1
substr,103:4
archiv,103:1
anti,103:1
file,103:1
equip,103:1
fail,103:1
home,103:1
ca,103:2
announc,103:1
check,103:1
librari,103:1
staff,103:3
viru,103:1
ev,103:1
engin,103:1
projector,103:11
tablet,103:2
obsolet,103:1
support,103:1
helpdesk,103:10
advanc,103:1
depot,103:1
short,103:1
websit,103:1
pc,103:2
faculti,103:4
copyright,103:1
hardwar,103:1
submiss,103:1
facultyhelp,103:1
document,103:2
laptop,103:11
machin,103:1
map,103:1
resourc,103:5
parent,103:4
lend,103:8
time,103:2
quota,103:1
lab,103:2
period,103:2
quick,103:1
electron,103:1
enc,103:2
link,103:1
student,103:2
loan,103:1
password,103:1
concordia,103:2
physic,103:1
extend,103:1
search,103:1
eventu,103:1
room,103:2
hour,103:1
phone,103:2
directori,103:1
ait,103:8
servic,103:3
borrow,103:1
comment,103:1
sopho,103:1
person,103:1
length,103:2
contact,103:2
scienc,103:1
pick,103:1
ceas,103:3
employe,103:1
chang,103:1
assign,103:1
