term,posting
comment,99:1
code,99:1
staff,99:5
locat,99:2
copyright,99:1
helpdesk,99:17
mail,99:1
electron,99:1
mon,99:2
password,99:1
hall,99:2
wong,99:1
quick,99:1
shi,99:1
manag,99:1
view,99:1
frame,99:4
scienc,99:2
home,99:1
ev,99:3
lafforgu,99:1
sun,99:1
facultyhelp,99:2
full,99:3
parent,99:4
advanc,99:1
search,99:1
sheikh,99:1
length,99:2
kamaljit,99:1
chang,99:1
fri,99:2
oper,99:1
softwar,99:1
exchang,99:1
ca,99:4
webmail,99:1
substr,99:4
muhammad,99:1
anti,99:1
steven,99:1
announc,99:1
pictur,99:1
support,99:4
mari,99:1
websit,99:1
includ,99:1
submiss,99:1
pm,99:3
door,99:1
offer,99:1
presenc,99:2
phone,99:3
part,99:2
link,99:1
line,99:1
claud,99:1
room,99:3
hour,99:4
saeed,99:1
ait,99:9
servic,99:1
sopho,99:1
concordia,99:4
employe,99:1
comput,99:2
viru,99:1
site,99:1
archiv,99:1
file,99:1
dedic,99:1
check,99:1
sat,99:1
enc,99:4
engin,99:2
build,99:2
singh,99:1
document,99:2
map,99:1
faculti,99:5
quota,99:1
lab,99:2
william,99:1
student,99:3
directori,99:1
assign,99:1
ext,99:2
contact,99:2
time,99:5
